SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,,,,
,,,,,,,,,GYN,52000,52000 CYSTOSCOPY,12,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52000,52000 CYSTOSCOPY,3,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52000,52000 CYSTOSCOPY,2,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52001,52001 CYSTOSCOPY REMOVAL OF CLOTS,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52005,52005 CYSTOSCOPY & URETER CATHETFR,2,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52005,52005 CYSTOSCOPY&URETER CATHETER,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,GYN,52204,52204 CYSTOSCOPY W/BIOPSY(S),1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52204,52204 CYSTOSCOPY W/BIOPSY(S),15,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52214,52214 CYSTOSCOPY AND TREATMENT,3,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52224,52224 CYSTOSCOPY AND TREATMENT,3,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52234,52234 CYSTOSCOPY AND TREATMENT,25,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52234,52234 CYSTOSCOPY AND TREATMENT,2,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52235,52235 CYSTOSCOPY AND TREATMENT,12,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52240,52240 CYSTOSCOPY AND TREATMENT,6,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52240,52240 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,GI,52260,52260 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,GYN,52260,52260 CYSTOSCOPY AND TREATMENT,21,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52276,52276 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52281,52281 CYSTOSCOPY AND TREATMENT,3,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,GYN,52287,52287 CYSTOSCOPY CHEMODENERVATION,5,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52300,52300 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52310,52310 CYSTOSCOPY AND TREATMENT,4,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52310,52310 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52317,52317 REMOVE BLADDER STONE,12,26684,major basic,deep pelvis,,,,,,
,,,,,,,,,GYN,52332,52332 CYSTOSCOPY AND TREATMENT,3,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52332,52332 CYSTOSCOPY AND TREATMENT,53,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52332,52332 CYSTOSCOPY AND TREATMENT,24,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,VASC,52332,52332 CYSTOSCOPY AND TREATMENT,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52341,52341 CYSTO W/URETER STRICTURE TX,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52343,52343 CYSTO W/RENAL STRICTURE TX,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52351,52351 CYSTOURETERO & OR PYELOSCOPE,6,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52352,52352 CYSTOURETERO W/STONE REMOVE,10,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52353,52353 CYSTOURETERO W/LITHOTRIPSY,23,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52354,52354 CYSTOURETERO W/BIOPSY,12,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52355,52355 CYSTOURFTERO W/EXCISE TUMOR,1,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52356,52356 CYSTO/URETERO W/LITHOTRIPSY,80,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52356,52356 CYSTO/URETERO W/LITHOTRIPSY,2,26604,cystocopy tray,tur bowl,GU camera,,,,,
,,,,,,,,,UROLOGY,52450,52450INCISION OF PROSTATE,1,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,52601,52601 PROSTATECTOMY (TURP),29,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,55700,55700 BIOPSY OF PROSTATE,9,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,55706,55706 PROSTATE SATURATION SAMPLING,1,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,55831,55831 REMOVAL OF PROSTATE,3,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,55840,55840 EXTENSIVE PROSTATE SURGERY,1,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,UROLOGY,55845,55845 EXTENSIVE PROSTATE SURGERY,1,26680,major basic,deep pelvis,,,,,,
,,,,,,,,,GYN,56620,56620 PARTIAL REMOVAL OF VULVA,1,26522,,,,,,,,
,,,,,,,,,GYN,56625,56625 COMPLETE REMOVAL OF VULVA,1,26522,,,,,,,,
,,,,,,,,,GYN,56821,56821 EXAM/B10PSY OF VULVA W/SCOPE,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,57023,57023 I & D VAG HEMATOMA NON-OB,1,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,57180,57180 TREAT VAGINAL BLEEDING,1,26522,,,,,,,,
,,,,,,,,,GYN,57200,57200 REPAIR OF VAGINA,1,26522,,,,,,,,
,,,,,,,,,GYN,57240,57240 REPAIR BLADDER & VAGINA,2,26522,,,,,,,,
,,,,,,,,,GYN,57250,57250 REPAIR RECTUM & VAGINA,1,26522,,,,,,,,
,,,,,,,,,GYN,57260,57260 REPAIR OF VAGINA,2,26522,,,,,,,,
,,,,,,,,,GYN,57282,57282 COLPOPEXY EXTRAPERITONEAL,2,26521,vag hysto,,,,,,,
,,,,,,,,,GYN,57283,57283 COLPOPEXY INTRAPERITONEAL,1,26521,vag hysto,,,,,,,
,,,,,,,,,GYN,57287,57287 REVISE/REMOVE SLING REPAIR,1,26522,,,,,,,,
,,,,,,,,,GYN,57288,57288 REPAIR BLADDER DEFECT,10,26522,,,,,,,,
,,,,,,,,,GYN,57420,57420 EXAM OF VAGINA W/SCOPE,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,57421,57421 EXAM/BIOPSY OF VAG W/SCOPE,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,57425,57425 LAPAROSCOPY SURG COI.POPEXY,2,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,57456,57456 F.NDOCERV CURETTAGE W/SCOPE,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,57460,57460 BX OF CERVIX W/SCOPE LEER,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GI,57461,57461 CONZ OF CERVIX W/SCOPE LEEP,1,26522,,,,,,,,
,,,,,,,,,GYN,57522,57522 CONIZATION OF CERVIX,2,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,57800,57800 DILATION OF CERVTCAI. CANAL,1,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58120,58120 DILATION AND CURETTAGE,1,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58140,58140 MYOMECTOMY ABDOM METHOD,4,26523,abdo hysto,oconnor sullivan retractor,,,,,,
,,,,,,,,,GYN,58146,58146 MYOMECTOMY ABDOM COMPLEX,2,26523,abdo hysto,oconnor sullivan retractor,,,,,,
,,,,,,,,,GYN,58150,58150 TOTAL HYSTERECTOMY,7,26523,abdo hysto,oconnor sullivan retractor,,,,,,
,,,,,,,,,GYN,58180,58180 PARTIAL HYSTERECTOMY,2,26523,abdo hysto,oconnor sullivan retractor,,,,,,
,,,,,,,,,GYN,58260,58260 VAGINAL HYSTERECTOMY,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,58262,58262 VAG HYST INCLUDING T/O,7,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,58294,58294 VAG HYST W/ENTEROCELE COMPL,1,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,58350,58350 REOPEN FALLOPIAN TUBE,8,28655,,,,,,,,
,,,,,,,,,GYN,58541,58541 LSH UTERUS 250 G OR LESS,1,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58542,58542 LSH W/T/O UT 250 G OR LESS,1,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58544,58544 LSH W/T/O UTERUS ABOVE 250 G,1,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58545,58545 LAPAROSCOPIC MYOMECTOMY,19,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GYN,58552,58552 LAPARO-VAG HYST INCL T/O,9,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58554,58554 LAPARO-VAG HYST W/T/O COMPL,4,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58555,58555 HYSTEROSCOPY DX SEP PROC,4,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58558,58558 HYSTEROSCOPY BIOPSY,31,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58561,58561 HYSTEROSCOPY REMOVE MYOMA,9,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58563,58563 HYSTEROSCOPY ABLATION,23,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58565,58565 HYSTEROSCOPY STERILIZATION,7,26524,d & c tray,abdo hysto,,,,,,
,,,,,,,,,GI,58571,58571 TLH W/T/O 250 G OR LESS,1,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58571,58571 TLH W/T/O 250 G OR LESS,29,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58572,58572 TLH UTERUS OVER 250 G,2,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58573,58573 TLH W/T/O UTERUS OVER 250 G,8,26527,"deep pelvic tray, oconnor sullivan retractor, gyn cysto tray, storz camera, D & C tray, hysterectomy tray",,,,,,,
,,,,,,,,,GYN,58578,58578 LAPARO PROC UTERUS,2,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58660,58660 LAPAROSCOPY LYSIS,3,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GI,58661,58661 LAPAROSCOPY REMOVE ADNEXA,2,26519,major basic,minor basic,lbg-lap chol tray,nissen tray,balfour retractor,,,
,,,,,,,,,GYN,58661,58661 LAPAROSCOPY REMOVE ADNEXA,20,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58662,58662 LAPAROSCOPY EXCISE LESIONS,26,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58670,58670 LAPAROSCOPY TUBAL CAUTERY,1,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58672,58672 LAPAROSCOPY FIMBRIOPLASTY,2,30512,"vag hysterectomy trays, abdo hysterectomy, D/C tray, hagar dilator, grave open side speculum",,,,,,,
,,,,,,,,,GYN,58720,58720 REMOVAL OF OVARY/TUBECS),2,28655,,,,,,,,
,,,,,,,,,GYN,58750,58750 REPAIR OVIDUCT,2,28655,,,,,,,,
,,,,,,,,,GYN,58925,58925 REMOVAL OF OVARIAN CYST(S),1,28655,,,,,,,,
,,,,,,,,,GEN,60210,60210 PARTIAL THYROID EXCISION,1,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,GEN,60220,60220 PARTIAL REMOVAL OF THYROID,2,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,ENT,60220,60220 PARTIAL REMOVAL OF THYROID,3,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,GEN,60240,60240 REMOVAL OF THYROID,1,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,ENT,60240,60240 REMOVAL OF THYROID,9,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,GEN,60260,60260 REPEAT THYROID SURGERY,1,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,ENT,60280,60280 REMOVE THYROID DUCT LESION,1,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,GEN,60500,60500 EXPLORE PARATHYROID GLANDS,5,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,ENT,60500,60500 EXPLORE PARATHYROID GLANDS,1,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,GEN,60512,60512 AUTOTRANSPLANT PARATHYROID,2,26542,sinus tray,tracheotomy tray,neck dissection tray,,,,,
,,,,,,,,,ORTHO,63001,63001 REMOVAL OF SPINAL LAMINA 2,2,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,NEURO,63001,63001 REMOVAL OF SPINAL LAMINA,2,43186,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,NEURO,63003,63003 REMOVAL OF SPINAL LAMINA,4,43186,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63005,63005 REMOVAL OF SPINAL LAMINA 9,20,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63011,63011 REMOVAL OF SPINAL LAMINA 1,1,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63030,63030 LOW BACK DISK SURGERY 19,19,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63035,63035 SPINAL DISK SURGERY ADD-ON 1,1,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63042,63042 LAMINOTOMY SINGLE LUMBAR 3,3,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63042,63042 LAMINOTOMY SINGLE LUMBAR,1,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63045,63045 REMOVAL OF SPINAL LAMINA 1,1,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63047,63047 REMOVAL OF SPINAL LAMINA 28,28,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63047,63047 REMOVAL OF SPINAI LAMINA,2,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63048,63048 REMOVE SPINAL LAMINA ADD-ON 24,24,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63051,63051 C-LAMI NOPLASTY W/GRAFT/PLATE 14,14,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,ORTHO,63075,63075 NECK SPINE DISK SURGERY 2,2,26668,spine A,spine B,spine C,lambotte osteotome,,,,
,,,,,,,,,OPTHAMOLOGY,63272,EXCISE INTRASPINAL LESION,1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,PLASTIC,64708,64708 REVISE ARM/LEG NERVE,1,26565,plastic basic,,,,,,,
,,,,,,,,,PLASTIC,64718,64718 REVISE ULNAR NERVE AT ELBOW,3,26565,plastic basic,,,,,,,
,,,,,,,,,ORTHO,64721,64721 CARPAL TUNNEL SURGERY 10,10,26562,plastic basic,minor basic,,,,,,
,,,,,,,,,PLASTIC,64721,64721 CARPAL TUNNEL SURGERY,10,26636,plastic basic,minor basic,,,,,,
,,,,,,,,,ORTHO,64722,64722 RELIEVE PRESSURE ON NERVE(S) 1,1,26565,plastic basic,,,,,,,
,,,,,,,,,PLASTIC,64727,64727 INTERNAL NERVE REVISION,2,26565,plastic basic,,,,,,,
,,,,,,,,,PLASTIC,64772,64772 INCISION OF SPINAL NERVE,4,26565,plastic basic,,,,,,,
,,,,,,,,,PODIATRY,64778,64778 DIGIT NERVE SURGERY ADD-ON,2,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,PODIATRY,64782,64782 RLMOVE LIMB NERVE LESION,3,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,PLASTIC,64835,64835 REPAIR OF HAND OR FOOT NERVE,1,26565,plastic basic,,,,,,,
,,,,,,,,,PLASTIC,64836,64836 REPAIR OF HAND OR FOOT NERVE,1,26565,plastic basic,,,,,,,
,,,,,,,,,PLASTIC,64837,64837 REPAIR NERVE ADD-ON,1,26565,plastic basic,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65730,65730 CORNEAL TRANSPLANT,4,26557,eye plastic,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,65750,65750 CORNEAL TRANSPLANT',1,26557,eye plastic,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,65755,65755 CORNEAL TRANSPLANT,4,26557,eye plastic,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,65756,65756 CORNEAL TRNSPL ENDOTHELIAL,9,26557,eye plastic,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,66982,66982CATARACT SURGERY COMPLEX,162,26554,cataract set,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,66983,66983 CATARACT SURG W/IOL 1 STAGE,1,26554,cataract set,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,66984,66984 CATARACT SURG W/IOL 1 STAGE,841,26554,cataract set,eye phaco set,,,,,,
,,,,,,,,,OPTHAMOLOGY,66986,66986 EXCHANGE LENS PROSTHESIS,7,26632,eye plastic,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67042,67042 VIT FOR MACULAR HOLE,29,26555,scleral buckle eye tray,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67311,67311 REVISE EYE MUSCLE,3,26555,scleral buckle eye tray,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67312,67312 REVISE TWO EYE MUSCLES,4,26555,scleral buckle eye tray,,,,,,,
,,,,,,,,,ENT,67900,67900 REPAIR BROW DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67900,67900 REPAIR BROW DEFECT,8,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,PLASTIC,67900,67900 REPAIR BROW DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67901,67901 REPAIR EYELID DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67903,67903 REPAIR EYELID DEFECT,33,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67904,67904 REPAIR EYELID DEFECT,4,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67908,67908 REPAIR EYELID DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67911,67911 REVISE EYELID DEFECT,2,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,ENT,67912,67912 CORRECTION EYELID W/ IMPLANT,2,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67914,67914 REPAIR EYELID DEFECT,2,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,ENT,67917,67917 REPAIR EYELID DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67917,67917 REPAIR EYELID DEFECT,13,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67924,67924 REPAIR EYELID DEFECT,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,OPTHAMOLOGY,67961,67961 REVISION OF EYELID,1,26553,eye plastic,plastic delicate,,,,,,
,,,,,,,,,ENT,69145,69145 REMOVE EAR CANAL LESION(S),1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69310,69310 REBUILD OUTER EAR CANAL,2,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69436,69436 CREATE EARDRUM OPENING,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69440,69440 EXPLORATION OF MIDDLE EAR,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69501,69501 MASTOIDECTOMY,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69502,69502 MASTOIDECTOMY,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69601,69601 MASTOID SURGERY REVISION,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69631,69631 REPAIR EARDRUM STRUCTURES,5,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69636,69636 REBUILD EARDRUM STRUCTURES,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69641,69641 REVISE MIDDLE EAR & MASTOID,3,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69660,69660 REVISE MIDDLE EAR BONE,1,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69714,69714 IMPLANT TEMPLE BONE W/STIMUL,2,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,ENT,69930,69930 IMPLANT COCHLEAR DEVICE,18,26703,ear set,typanoplasty,plastic delicate,,,,,
,,,,,,,,,VASC,75953,75953 ABDOM ANEURYSM ENDOVAS RPR,1,26704,minor vascular,,,,,,,
,,,,,,,,,VASC,364/8,364/8 ENDOVENOUS LASER 1ST VEIN,10,26620,,,,,,,,
,,,,,,,,,ORAL,D4210,D4210 GINGIVECTOMY/PLASTY PER QUAD,1,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D6010,D6010 ENDOSTEAL IMPLANT BODY PLACE,82,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ENT,D7140,D7140 EXTRACTION ERUPTED TOOTH/EXR,1,26631,dentalavelora tray,OR den instruments,,,,,,
,,,,,,,,,ORAL,D7210,D7210 SURG REM ERUPTED TOOTH,16,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7230,D7230 IMPACT TOOTH REMOV PART BONY,1,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7240,D7240 IMPACT TOOTH REMOV COMP BONY,4,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7250,D7250 SURG TOOTH ROOI REMOVAL,1,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7310,D7310 ALVEOPLASTY W/ EXTRACTION,20,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7311,D7311 ALVEOLOPLASTY W/EXTRACT 1-3,2,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7320,D7320 ALVEOPLASTY W/O EXTRACTION,3,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7321,D7321 ALVEOLOPLASTY NOT W/EXTRACTS,2,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7350,D7350 VESTIBULOPLASTY EXTEN GRAFT,1,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7451,D7451 REM ODONTOGEN CYST > 1.25 CM,2,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7471,D7471 REM EXOSTOSIS ANY SITE,3,26631,dentalavelora tray,,,,,,,
,,,,,,,,,GEN,D7473,D7473 REMOVE TORUS MANDIBULARIS,1,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7473,D7473 REMOVE TORUS MANDIBULARIS,9,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7943,D7943 CUTTING RAMUS OPFN W/GRAFT,3,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7950,D7950 MANDIBLE GRAFT,7,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7951,D7951 SINUS AUG W BONF./BONE SUP,30,26631,dentalavelora tray,,,,,,,
,,,,,,,,,ORAL,D7l4l,D7l4lT EXTRACTION ERUPTED TOOTH/EXR,22,26631,dentalavelora tray,,,,,,,
,,,,,,,,,CARDIAC,32552,32552 REMOVE LUNG CATHETER,1,22222,,,,,,,,
,,,,,,,,,CARDIAC,33120,33120 REMOVAL OF HEART LESION,1,22222,,,,,,,,
,,,,,,,,,CARDIAC,33405,33405 REPLACEMENT OF AORTIC VALVE,22,22222,,,,,,,,
,,,,,,,,,CARDIAC,33426,33426 REPAIR OF MITRAL VALVE,1,22222,,,,,,,,
,,,,,,,,,CARDIAC,33430,33430 REPLACEMENT OF MITRAL VALVE,2,22222,,,,,,,,
,,,,,,,,,ENT,158/6,158/6 SUCTION LIPECTOMY HEAD&NECK,1,22222,,,,,,,,
,,,,,,,,,ENT,15829,15829 REMOVAL OF SKIN WRINKLES,1,22222,,,,,,,,
,,,,,,,,,ENT,20680,20680 RFMOVAL OF SUPPORT IMPLANT,1,22222,,,,,,,,
